id,titulo,rubro,Con pantalla táctil,Conexión del monitor de la computadora,Resolución de pantalla,Tamaño de la pantalla,Tipo de pantalla,Tipo de resolución,Con micrófono,Con visión nocturna,Formato de venta,Funciones,Lugares de montaje,Color,Tipo de corrector,Tipo de envase,Con compartimiento para notebook,Con puerto USB,Con ruedas,Tipo de mochila,Capacidad,Incluye adaptador SD,Incluye adaptador USB,Resolución máxima de video,Velocidad de lectura,Forma del glitter,Peso neto,Tipo,Usos recomendados,Graduación,Unidad por envase,Tamaño de papel,Tipo de papel,Con bluetooth,Con WiFi,Funciones de la impresora,Tipo de impresión,Tipo de impresora,Resolución de imagen de la cámara,Capacidad de hojas,Potencia,Tipo de trituradora,Voltaje,Color de la tinta,Con grip,Grosor del trazo,Tipo de lapicera,Tipo de trazo,Con goma de borrar,Tipo de Lápiz,Forma de la lentejuela,Duración máxima de la batería,Es inalámbrico,Es resistente al agua,Formato del auricular,Tipo de conectores,A prueba de agua,Autonomía máxima de la batería,Con función Karaoke,Con luces LED,Con Radio,Es portátil,Incluye batería recargable,Potencia de salida (RMS),Tipo de parlante,Díametro,Con anillos,Con tapa separadas,Diseño,Tamaño de las hojas,Tipo de carpeta,Con lengueta,Tamaño del separador,Billetes por minutos,Capacidad de bandeja,Con detector de billetes falsos,Tipo detección,Con cartel,Con pie,Tamaño,Tipo de agenda por vista,Tipo de encuadernación,Formato de la tiza,Capacidad de almacenamiento,Material,Tipo de Marcador,Con compartimiento para marcadores,Es magnético,Material del mango,Superficies Recomendadas,Con GPS,Incluye cargador,Sistema operativo,Ancho x altura,Material de la superficie,Material del armazón
378,Artículo 378 de Pendrive,Pendrive,,,,,,,,,,,,Valor 44,,,,,,,,,,,Valor 11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valor 28,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valor 90,Valor 49,,,,,,,,,,,
379,Artículo 379 de Papel glace,Papel glace,,,,,,,,,Valor 80,,,,,,,,,,,,,,,,,,Valor 34,,,Valor 98,Valor 78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,Artículo 380 de Lapiceras fuente escolar,Lapiceras fuente escolar,,,,,,,,,Valor 45,,,,,,,,,,,,,,,,,,,,Valor 23,,,,,,,,,,,,,Valor 76,Sí,Valor 23,Valor 61,Valor 9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,Artículo 381 de Maquina expendedora de numeros,Maquina expendedora de numeros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sí,No,,,,,,,,,,,,,,,,,
382,Artículo 382 de Monitores,Monitores,No,Valor 67,Valor 19,Valor 62,Valor 61,Valor 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,Artículo 383 de Minas,Minas,,,,,,,,,Valor 87,,,,,,,,,,,,,,,,,,,Valor 35,Valor 37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,Artículo 384 de Boligrafos borrables,Boligrafos borrables,,,,,,,,,Valor 74,,,,,,,,,,,,,,,,,,,,Valor 93,,,,,,,,,,,,,Valor 46,No,Valor 100,Valor 11,Valor 60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,Artículo 385 de Palitos para maqueteria,Palitos para maqueteria,,,,,,,,,Valor 85,,,,,,,,,,,,,,,,,,,,Valor 87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,Artículo 386 de Lentejuelas,Lentejuelas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valor 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,Artículo 387 de Monitores,Monitores,Sí,Valor 98,Valor 90,Valor 68,Valor 64,Valor 42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,Artículo 388 de Minas,Minas,,,,,,,,,Valor 43,,,,,,,,,,,,,,,,,,,Valor 74,Valor 70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,Artículo 389 de Lapiceras fuente escolar,Lapiceras fuente escolar,,,,,,,,,Valor 29,,,,,,,,,,,,,,,,,,,,Valor 54,,,,,,,,,,,,,Valor 78,Sí,Valor 16,Valor 67,Valor 37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,Artículo 390 de Pinturas                                          ,Pinturas                                          ,,,,,,,,,,,,Valor 93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,Artículo 391 de Palitos para souvenir,Palitos para souvenir,,,,,,,,,Valor 90,,,,,,,,,,,,,,,,,,,,Valor 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,Artículo 392 de Goma eva,Goma eva,,,,,,,,,Valor 12,,,,,,,,,,,,,,,,,Valor 53,Valor 66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,Artículo 393 de Carpetas con anillos,Carpetas con anillos,,,,,,,,,Valor 7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sí,No,Valor 32,Valor 76,Valor 31,,,,,,,,,,,,,,,,,,,,,,,,,
394,Artículo 394 de Pizarras,Pizarras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valor 59,Valor 84,Valor 38
395,Artículo 395 de Microfibras,Microfibras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valor 45,,,,,,,,,,
396,Artículo 396 de Maquina expendedora de numeros,Maquina expendedora de numeros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sí,No,,,,,,,,,,,,,,,,,
397,Artículo 397 de Palitos para maqueteria,Palitos para maqueteria,,,,,,,,,Valor 31,,,,,,,,,,,,,,,,,,,,Valor 83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,Artículo 398 de Carpetas con anillos,Carpetas con anillos,,,,,,,,,Valor 84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Sí,Valor 58,Valor 79,Valor 98,,,,,,,,,,,,,,,,,,,,,,,,,
399,Artículo 399 de Boligrafos borrables,Boligrafos borrables,,,,,,,,,Valor 5,,,,,,,,,,,,,,,,,,,,Valor 65,,,,,,,,,,,,,Valor 1,Sí,Valor 9,Valor 24,Valor 99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,Artículo 400 de Boligrafos borrables,Boligrafos borrables,,,,,,,,,Valor 52,,,,,,,,,,,,,,,,,,,,Valor 89,,,,,,,,,,,,,Valor 22,Sí,Valor 30,Valor 53,Valor 59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,Artículo 401 de Brillantinas,Brillantinas,,,,,,,,,Valor 55,,,,,,,,,,,,,,,,,,Valor 92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,Artículo 402 de Parlantes,Parlantes,,,,,,,Sí,,,,,,,,,,,,,,,,,,,,,,,,,No,No,,,,,,,,,,,,,,,,,,Sí,,,,Valor 52,Valor 30,Sí,No,No,Sí,Valor 10,Valor 14,Valor 96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,Artículo 403 de Boligrafos borrables,Boligrafos borrables,,,,,,,,,Valor 11,,,,,,,,,,,,,,,,,,,,Valor 44,,,,,,,,,,,,,Valor 56,Sí,Valor 50,Valor 34,Valor 25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,Artículo 404 de Monitores,Monitores,No,Valor 84,Valor 3,Valor 83,Valor 87,Valor 83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,Artículo 405 de Contadora de billetes,Contadora de billetes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,No,Valor 93,No,Valor 59,,,,,,,,,,,,,,,,,,,
406,Artículo 406 de Auriculares,Auriculares,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,Valor 85,No,No,Valor 63,Valor 63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,Artículo 407 de Papel glace,Papel glace,,,,,,,,,Valor 46,,,,,,,,,,,,,,,,,,Valor 34,,,Valor 51,Valor 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,Artículo 408 de Mochilas,Mochilas,,,,,,,,,,,,,,,No,Sí,No,Valor 92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,Artículo 409 de Mochilas,Mochilas,,,,,,,,,,,,,,,No,Sí,No,Valor 90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,Artículo 410 de Lentejuelas,Lentejuelas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valor 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,Artículo 411 de Contadora de billetes,Contadora de billetes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sí,,,,,,,,,,,,No,Valor 39,No,Valor 73,,,,,,,,,,,,,,,,,,,
412,Artículo 412 de Pinturas                                          ,Pinturas                                          ,,,,,,,,,,,,Valor 82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,Artículo 413 de Lapiceras fuente escolar,Lapiceras fuente escolar,,,,,,,,,Valor 14,,,,,,,,,,,,,,,,,,,,Valor 69,,,,,,,,,,,,,Valor 58,Sí,Valor 87,Valor 28,Valor 82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,Artículo 414 de Camara de seguridad,Camara de seguridad,,,,,,Valor 76,No,Sí,Valor 66,Valor 16,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,Artículo 415 de Pendrive,Pendrive,,,,,,,,,,,,Valor 86,,,,,,,,,,,Valor 24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valor 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valor 65,Valor 73,,,,,,,,,,,
416,Artículo 416 de Carpetas con anillos,Carpetas con anillos,,,,,,,,,Valor 9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sí,No,Valor 24,Valor 57,Valor 65,,,,,,,,,,,,,,,,,,,,,,,,,
417,Artículo 417 de Pizarras,Pizarras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valor 20,Valor 45,Valor 76
418,Artículo 418 de Contadora de billetes,Contadora de billetes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sí,,,,,,,,,,,,Sí,Valor 93,No,Valor 82,,,,,,,,,,,,,,,,,,,
419,Artículo 419 de Microfibras,Microfibras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valor 98,,,,,,,,,,
420,Artículo 420 de Tarjetas de memoria,Tarjetas de memoria,,,,,,,,,,,,,,,,,,,Valor 78,Valor 10,Valor 74,Valor 45,Valor 45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,Artículo 421 de Maquina destructora,Maquina destructora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valor 94,Valor 20,Valor 37,Valor 28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422,Artículo 422 de Goma eva,Goma eva,,,,,,,,,Valor 17,,,,,,,,,,,,,,,,,Valor 6,Valor 27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423,Artículo 423 de Pizarras,Pizarras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valor 85,Valor 68,Valor 63
424,Artículo 424 de Camara web,Camara web,,,,,,,No,,Valor 30,Valor 41,,,,,,,,,,,,Valor 56,,,,,,,,,,,,,,,Valor 71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,Artículo 425 de Pendrive,Pendrive,,,,,,,,,,,,Valor 49,,,,,,,,,,,Valor 35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valor 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valor 11,Valor 34,,,,,,,,,,,
426,Artículo 426 de Tarjetas de memoria,Tarjetas de memoria,,,,,,,,,,,,,,,,,,,Valor 66,Valor 75,Valor 35,Valor 80,Valor 64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427,Artículo 427 de Gibre,Gibre,,,,,,,,,Valor 1,,,,,,,,,,,,,,,Valor 99,Valor 8,Valor 70,Valor 45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428,Artículo 428 de Lapices de grafito,Lapices de grafito,,,,,,,,,Valor 48,,,,,,,,,,,,,,,,,,,Valor 76,Valor 35,,,,,,,,,,,,,,,,,,No,Valor 43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429,Artículo 429 de Correctores,Correctores,,,,,,,,,Valor 81,,,,Valor 98,Valor 94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430,Artículo 430 de Gibre,Gibre,,,,,,,,,Valor 30,,,,,,,,,,,,,,,Valor 20,Valor 88,Valor 72,Valor 8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,Artículo 431 de Lapiceras fuente escolar,Lapiceras fuente escolar,,,,,,,,,Valor 15,,,,,,,,,,,,,,,,,,,,Valor 62,,,,,,,,,,,,,Valor 17,No,Valor 6,Valor 55,Valor 53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432,Artículo 432 de Minas,Minas,,,,,,,,,Valor 94,,,,,,,,,,,,,,,,,,,Valor 51,Valor 84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,Artículo 433 de Contadora de billetes,Contadora de billetes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sí,,,,,,,,,,,,No,Valor 89,Sí,Valor 11,,,,,,,,,,,,,,,,,,,
434,Artículo 434 de Lentejuelas,Lentejuelas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valor 60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435,Artículo 435 de Mochilas,Mochilas,,,,,,,,,,,,,,,No,Sí,No,Valor 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,Artículo 436 de Lentejuelas,Lentejuelas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valor 14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437,Artículo 437 de Palitos para souvenir,Palitos para souvenir,,,,,,,,,Valor 39,,,,,,,,,,,,,,,,,,,,Valor 31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438,Artículo 438 de Lentejuelas,Lentejuelas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valor 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439,Artículo 439 de Microfibras,Microfibras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valor 32,,,,,,,,,,
440,Artículo 440 de Correctores,Correctores,,,,,,,,,Valor 73,,,,Valor 63,Valor 54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441,Artículo 441 de Microfibras,Microfibras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valor 81,,,,,,,,,,
442,Artículo 442 de Maquina expendedora de numeros,Maquina expendedora de numeros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,Sí,,,,,,,,,,,,,,,,,
443,Artículo 443 de Papel glace,Papel glace,,,,,,,,,Valor 68,,,,,,,,,,,,,,,,,,Valor 83,,,Valor 81,Valor 34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444,Artículo 444 de Pizarras,Pizarras,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valor 9,Valor 11,Valor 87
445,Artículo 445 de Maquina destructora,Maquina destructora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valor 67,Valor 2,Valor 82,Valor 48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,Artículo 446 de Maquina destructora,Maquina destructora,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valor 33,Valor 87,Valor 80,Valor 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447,Artículo 447 de Papel glace,Papel glace,,,,,,,,,Valor 56,,,,,,,,,,,,,,,,,,Valor 35,,,Valor 60,Valor 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448,Artículo 448 de Contadora de billetes,Contadora de billetes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sí,,,,,,,,,,,,Sí,Valor 62,No,Valor 100,,,,,,,,,,,,,,,,,,,
449,Artículo 449 de Lapices de grafito,Lapices de grafito,,,,,,,,,Valor 76,,,,,,,,,,,,,,,,,,,Valor 23,Valor 5,,,,,,,,,,,,,,,,,,No,Valor 10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,Artículo 450 de Gibre,Gibre,,,,,,,,,Valor 66,,,,,,,,,,,,,,,Valor 72,Valor 66,Valor 89,Valor 15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451,Artículo 451 de Camara de seguridad,Camara de seguridad,,,,,,Valor 52,No,No,Valor 4,Valor 83,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452,Artículo 452 de Separadores,Separadores,,,,,,,,,Valor 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sí,Valor 46,,,,,,,,,,,,,,,,,,,,,,,
453,Artículo 453 de Impresoras,Impresoras,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,Valor 63,Valor 46,Sí,Sí,Sí,Valor 64,Valor 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454,Artículo 454 de Aros para carpetas,Aros para carpetas,,,,,,,,,Valor 42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valor 14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455,Artículo 455 de Parlantes,Parlantes,,,,,,,Sí,,,,,,,,,,,,,,,,,,,,,,,,,Sí,Sí,,,,,,,,,,,,,,,,,,Sí,,,,Valor 94,Valor 71,No,Sí,No,No,Valor 60,Valor 99,Valor 78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,Artículo 456 de Brillantinas,Brillantinas,,,,,,,,,Valor 6,,,,,,,,,,,,,,,,,,Valor 31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,Artículo 457 de Tizas,Tizas,,,,,,,,,Valor 63,,,,,,,,,,,,,,,,,,Valor 48,,Valor 29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valor 100,,,,,,,,,,,,,
458,Artículo 458 de Lapiceras fuente escolar,Lapiceras fuente escolar,,,,,,,,,Valor 45,,,,,,,,,,,,,,,,,,,,Valor 21,,,,,,,,,,,,,Valor 34,No,Valor 91,Valor 15,Valor 90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,Artículo 459 de Brillantinas,Brillantinas,,,,,,,,,Valor 7,,,,,,,,,,,,,,,,,,Valor 77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,Artículo 460 de Camara de seguridad,Camara de seguridad,,,,,,Valor 7,No,Sí,Valor 68,Valor 41,Sí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,Artículo 461 de Mochilas,Mochilas,,,,,,,,,,,,,,,Sí,No,No,Valor 18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,Artículo 462 de Borradores,Borradores,,,,,,,,,Valor 74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,Valor 20,Sí,,,,,,
463,Artículo 463 de Goma eva,Goma eva,,,,,,,,,Valor 45,,,,,,,,,,,,,,,,,Valor 6,Valor 31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,Artículo 464 de Agendas,Agendas,,,,,,,,,Valor 96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valor 34,Valor 99,Valor 6,,,,,,,,,,,,,,
465,Artículo 465 de Parlantes,Parlantes,,,,,,,Sí,,,,,,,,,,,,,,,,,,,,,,,,,No,Sí,,,,,,,,,,,,,,,,,,Sí,,,,Valor 20,Valor 3,Sí,No,Sí,Sí,Valor 61,Valor 56,Valor 17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,Artículo 466 de Tarjetas de memoria,Tarjetas de memoria,,,,,,,,,,,,,,,,,,,Valor 74,Valor 89,Valor 56,Valor 53,Valor 78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,Artículo 467 de Contadora de billetes,Contadora de billetes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sí,,,,,,,,,,,,Sí,Valor 34,Sí,Valor 62,,,,,,,,,,,,,,,,,,,
468,Artículo 468 de Pinturas                                          ,Pinturas                                          ,,,,,,,,,,,,Valor 15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469,Artículo 469 de Gibre,Gibre,,,,,,,,,Valor 48,,,,,,,,,,,,,,,Valor 49,Valor 24,Valor 45,Valor 93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
470,Artículo 470 de Lentejuelas,Lentejuelas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Valor 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
471,Artículo 471 de Brillantinas,Brillantinas,,,,,,,,,Valor 55,,,,,,,,,,,,,,,,,,Valor 53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472,Artículo 472 de Lapices de grafito,Lapices de grafito,,,,,,,,,Valor 63,,,,,,,,,,,,,,,,,,,Valor 87,Valor 12,,,,,,,,,,,,,,,,,,No,Valor 32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
